user,camera,lens,panohead,tripod,software
RussAddie-6431,Canon-40D,CoastalOptical-4.88mm,IPIX-?,Manfredo-?,IPIX
ChasAdlard-6325,Nikon-D80,?,?,?,?
RobertAgnel-6341,Nikon-D90,Nikkor-10.5mm,360precision,Manfrotto-055,RealvizStitcher-?
AirPano-6318,Nikon-D3x,Sigma-15mm,?,?,?
RodrigoAlarconCielock-6346,Canon-50D,Tokina-10to17mm,NodalNinja-5,Monopod,?
DaveAlbright-6356,Canon-500D,Sigma-8mm,LensRing-?,Monopod,Ptgui-?
PatAlbright-6358,Canon-500D,Sigma-8mm,LensRing-?,Monopod,Ptgui-?
PelayoAlonso-6321
MarkusAltendorff-6314,Canon-500D,Sigma-8mm,?,?,Ptgui-?
PatricioArmijo-6361,Canon-?,Sigma-8mm,NodalNinja-3,?,?
NurcanAzaz-6328,Canon-A640,Nikon-FCE9,LensRing-BoPhoto,?,Ptgui-?
MichaelBajko-6385,Nikon-D90,Nikkor-10.5mm,Panosaurus,Slik-?,PtguiPro-?
ViktorBalogh-6335,Canon-300D,Tokina-12to24mm,?,Manfrotto-?,?
BorutBencak-6383,Nikon-D90,Nikkor-10.5mm,?,yes,?
LuisBenitez-6434,Nikon-D70,?,NodalNinja-5,Manfrotto-3021,Ptgui-?
KatBennett-6444,Nikon-D300,Nikkor-10.5mm,360precision,?,Ptgui-?
BriarBentley-6339,Canon-5D,?,Manfrotto-?,Manfrotto-?,Ptgui-?
RobertBilsland-6336,Nikon-D300,Nikkor-10.5mm,NodalNinja-5,Manfrotto-055,PtguiPro-?
AndreiBodrov-6408,Canon-5D,Canon-16to35mmL,NodalNinja-5,?,Ptgui-?
ChristianBraut-6360,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,yes,Ptgui-?
WilBrugman-6415,Pentax-istDL,Raynox-DCR185,?,?,?
BostjanBurger-6345,Nikon-D200,Sigma-8mm,?,?,?
JeanEdouardCantinieaux-6404,Canon-20D,?,NodalNinja-3,?,Autopano
BruceECantrall-6353,?,?,none,handheld,?
RichardChesher-6350,Canon-7D,Sigma-8mm,none,handheld,Autopano
NedChiariello-6334,Nikon-D80,Sigma-8mm,NodalNinja-?,?,PtguiPro-?
CibulaVincent-6366,Canon-50D,Peleng-8mm,?,Manfrotto-190,?
UriCogan-6319,Nikon-D700,Nikkor-10.5mm,NodalNinja-?,yes,Ptgui-?
JimCole-6420,Nikon-D300,Nikkor-10.5mm,NodalNinja-5,?,Ptgui-?
AlainCollet-6429,?,?,?,?,?
LarryDeck-6364,Canon-20D,Sigma-8mm,Agnos-MRotatorUT,Manfrotto-?,Ptgui-?
AriedeRuiter-6388,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-?
RichardCDrew-6331,Canon-7D,Sigma-8mm,?,Manfrotto-?,Ptgui-?
JuergenEidt-6316,Nikon-D700,Sigma-8mm,?,?,Ptgui-?
CarlvonEinem-6432,Nikon-D300,Nikkor-8mm,?,?,Hugin
ColinEwington-6340,Canon-7D,Sigma-8mm,?,?,PtguiPro-?
EdwardFink-6376,Nikon-D70s,Sigma-8mm,NodalNinja-3,?,Ptgui-?
FrancisFougere-6419,Canon-5D,Canon-16to35mmL,Manfrotto-303sph,yes,RealvizStitcher-4
DaniFuchs-6324,Canon-?,Tokina-10to17mm,NodalNinja-3,?,PtguiPro-?
ToniGarbasso-6399,Nikon-D700,Nikkor-10.5mm-Shaved,?,?,?
AntonioVictorGarciaSerrano-6400,Canon-5D,Canon-15mm,360precision,Monopod,Ptgui-?
CarolingGeary-6349,Canon-300D,Canon-10to22mm,NodalNinja-?,yes,QTVRAS
JamesGentles-6333,Nikon-CP8400,Nikon-FCE9,Kite,?,Ptgui-?
FelipeGonzalez-6435,Canon-350D,Peleng-8mm,LensRing-?,?,Ptgui-?
MauroGoulart-6442,Fuji-S5,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,?
RalphGreene-6368,Nikon-D300,Nikkor-10.5mm,360precision,yes,Ptgui-?
GabiHaindl-6395,Nikon-D300,Nikkor-10.5mm,Novoflex,?,Ptgui-?
KWayneHeil-6396,Nikon-D300,Nikkor-8mm,none,handheld,Ptgui-?
BruceHemming-6443,Canon-5D,Nikkor-10.5mm,none,handheld,?
DonHofstee-6446,Canon-5D,Sigma-8mm,?,?,?
JohnHoughton-6338,Canon-40D,Sigma-8mm,NodalNinja-5,Feisol-?,PtguiPro-?
MarcHuff-6439,Canon-7D,Sigma-8mm,?,?,Ptgui-?
EdwardHuff-6348,Nikon-D300,Nikkor-10.5mm,360precision,?,Ptgui-?
MichaelHundrieser-6351,Canon-5D,Tokina-12to24mm,none,Monopod,?
AleksandarJanicijevic-6391,Panasonic-?,?,?,?,?
WillyKaemena-6393,Nikon-D300,Sigma-8mm,none,Monopod,?
DeanKaramehmedovic-6418,Canon-5D,Canon-15mm,360precision,yes,?
DieterKik-6373,Nikon-D300,Sigma-8mm,Seitz-VRdrive,?,Ptgui-?
RikuichiKishimoto-6322,Canon-5D,Sigma-8mm,none,handheld,?
BertKnops-6329,Panasonic-DMCLX3,?,none,handheld,Hugin
ErikKrause-6382,Canon-5D,Zenitar-16mm,?,?,PtguiPro-?
MarkusKrueger-6359,Canon-5D,Sigma-15mm,?,?,?
GerardKuster-6326,Canon-5D,Tokina-10to17mm,NodalNinja-5,Manfrotto-?,PtguiPro-?
NihadKustra-6315,Canon-450D,Sigma-8mm,NodalNinja-3,?,?
JuhaniLaiho-6402,Nikon-D40x,Nikkor-10.5mm,Peaceriver-3Sixty,Gitzo-G1228,Ptgui-?
CharlesLampman-6426,Nikon-D300,?,?,yes,PtguiPro-?
JeanGuyLathuiliere-6438,Nikon-D300,Nikkor-10.5mm,Panosaurus,Manfrotto-?,RealvizStitcher-5.6
JesseLee-6423,Nikon-D70,Sigma-8mm,?,?,?
JohnLKLeith-6401,Canon-500D,?,Panosaurus,Velbon-?,?
JookLeung-6416,Canon-5D,Canon-10to22mm,?,?,Ptgui-?
YischonLiaw-6430
JannLipka-6317
JaumeLlorens-6424,Canon-5D,Nikkor-10.5mm,NodalNinja-5,Monopod,?
JoakimLoeber-6437,Nikon-D300,Nikkor-10.5mm,Novoflex,?,PtguiPro-?
AlexMakienko-6425,Nikon-D80,Nikkor-10.5mm,?,?,PanoLab
RobertoMancuso-6380,Nikon-D70s,Nikkor-10.5mm,?,Feisol-?,Ptgui-?
JPatMarse-6352,Canon-450D,Sigma-8mm,NodalNinja-5,?,PtguiPro-?
IsaacMartinez-6363,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-?
JuergenMatern-6398,Sony-?,Sigma-?,custom,?,PtguiPro-?
MarkusMatern-6414,Sony-DSLRA700,Sigma-8mm,custom,Monopod,PtguiPro-?
JohnMcKenzieMcIntosh-6445,Nikon-D300,Nikkor-12to24mm,Manfrotto-302,Manfrotto-190,QTVRAS
MarcinMroz-6332,Nikon-D90,Sigma-8mm,?,Manfrotto-?,Photoshop
VilMuhametshin-6386,Canon-7D,Sigma-8mm,NodalNinja-5,Manfrotto-055,?
YasuhiroMuranaka-6370,Canon-5D,Sigma-15mm,NodalNinja-5,Manfrotto-055,Ptgui-?
NakaokaHideto-6412,Canon-5D,Nikkor-10.5mm,?,?,?
BrianOReilly-6433,Nikon-D200,Nikkor-10.5mm,360precision,yes,Ptgui-?
JoseODonovan-6428
MasatoOhta-6342,Nikon-D90,Sigma-8mm3.5,none,handheld,?
WilfriedPinsdorf-6367,Sony-?,Peleng-8mm,NodalNinja-?,Manfrotto-?,Ptgui-?
PiotrPopik-6381,Canon-20D,Peleng-8mm,?,?,Ptgui-4.1
BrunoPostle-6392,Panasonic-?,?,?,?,Hugin
TommyPoung-6369,Nikon-D300,?,?,?,?
CarstenRees-6405,Canon-5D,Canon-15mm,NodalNinja-?,?,PtguiPro-?
TordRemme-6413,Canon-30D,Sigma-8mm3.5,360precision,Manfrotto-?,PTmac-?
InakiRezola-6427,?,?,?,?,Ptgui-?
BrianRichards-6362,Nikon-D300,Nikkor-10.5mm,none,handheld,?
RolfRis-6343,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,yes,PtguiPro-?
GeorgeRow-6384,Canon-5D,Zenitar-16mm,Kaidan-Kiwi,Manfrotto-190,Hugin
CarlRudlinton-6344,Canon-7D,??-8mm,NodalNinja-3,Monopod,?
KerryRudy-6389,Nikon-D300,Nikkor-10.5mm,?,?,PtguiPro-?
GerardoSanchez-6407,Nikon-D90,Sigma-8mm,NodalNinja-?,yes,Ptgui-?
AndySavage-6378,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,yes,Ptgui-?
DavidSchaubert-6394,Canon-400D,Sigma-8mm3.5,NodalNinja-3,Velbon-?,PtguiPro-?
HelmutSchierer-6421,Canon-10D,Sigma-8mm,custom,yes,Ptgui-?
ReinhardSchmolze-6355,Pentax-K200,Pentax-DA10to17mm,none,Monopod-Philopod,Ptgui-?
JohnESchwarzell-6410,Nikon-D200,Sigma-8mm,Kaidan-QuickPanIV,Manfrotto-?,?
PeeterSepping-6387,Canon-5D,Canon-15mm,?,?,?
MiguelSepulveda-6422,?,Zuiko-8mm,Manfrotto-303sph,yes,?
NormanShapiro-6372,Nikon-D70,Nikkor-10.5mm,custom,Gitzo-?,PTmac-?
CarlosEduardoSouquett-6411,Nikon-D300,Nikkor-10.5mm,NodalNinja-?,Manfrotto-Monopod,RealvizStitcher-?
ShawnSteigner-6441,Canon-40D,Nikkor-10.5mm,Manfrotto-300n,Manfrotto-?,PtguiPro-?
TomStriewisch-6390,Canon-5D,Tokina-10to17mm-Shaved,none,Monopod,Ptgui-?
KenStuart-6347,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,yes,Photoshop
PatSwovelin-6406,Canon-450D,Sigma-8mm3.5,NodalNinja-?,yes,PtguiPro-?
MaciejGSzling-6365,Nikon-?,?,?,?,?
MichelThoby-6320,Canon-5D,Tokina-10to17mm-Shaved,custom,Manfrotto-?,?
AndrewVarlamov-6323,Pentax-K20D,??-8mm,NodalNinja-5,Manfrotto-190,PtguiPro-?
RichardWall-6417,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-?
JimWatters-6409,Nikon-D70s,Nikkor-10.5mm,NodalNinja-?,?,Ptgui-?
CLiffordPWilliams-6377,Canon-400D,Sigma-8mm,NodalNinja-3,Manfrotto-190,?
JohnWilson-6354,Canon-500D,Sigma-8mm,NodalNinja-3,yes,Ptgui-?
RobinWilson-6337,Canon-350D,Sigma-8mm,?,?,PTmac-?
